MonthStart,CustomerID,MonthlyRevenue
2/1/2025,CUST-00002,80.54
3/1/2025,CUST-00002,80.54
4/1/2025,CUST-00002,80.54
5/1/2025,CUST-00002,80.54
6/1/2025,CUST-00002,80.54
9/1/2025,CUST-00003,39.72
10/1/2025,CUST-00003,39.72
11/1/2025,CUST-00003,39.72
12/1/2025,CUST-00003,40.32
10/1/2022,CUST-00004,38.57
11/1/2022,CUST-00004,38.57
12/1/2022,CUST-00004,39.15
1/1/2023,CUST-00004,38.57
2/1/2023,CUST-00004,38.57
3/1/2023,CUST-00004,38.57
4/1/2023,CUST-00004,38.57
5/1/2023,CUST-00004,38.57
6/1/2023,CUST-00004,38.57
7/1/2023,CUST-00004,38.57
8/1/2023,CUST-00004,38.57
9/1/2023,CUST-00004,38.57
10/1/2023,CUST-00004,38.57
11/1/2023,CUST-00004,38.57
12/1/2023,CUST-00004,39.15
1/1/2024,CUST-00004,38.57
2/1/2024,CUST-00004,38.57
3/1/2024,CUST-00004,38.57
4/1/2024,CUST-00004,38.57
5/1/2024,CUST-00004,38.57
6/1/2024,CUST-00004,38.57
7/1/2024,CUST-00004,38.57
8/1/2024,CUST-00004,38.57
9/1/2024,CUST-00004,38.57
10/1/2024,CUST-00004,38.57
11/1/2024,CUST-00004,38.57
12/1/2024,CUST-00004,39.15
1/1/2025,CUST-00004,38.57
2/1/2025,CUST-00004,38.57
3/1/2025,CUST-00004,38.57
4/1/2025,CUST-00004,38.57
5/1/2025,CUST-00004,38.57
6/1/2025,CUST-00004,38.57
7/1/2025,CUST-00004,38.57
8/1/2025,CUST-00004,38.57
9/1/2025,CUST-00004,38.57
10/1/2025,CUST-00004,38.57
11/1/2025,CUST-00004,38.57
12/1/2025,CUST-00004,39.15
12/1/2024,CUST-00005,124.78
1/1/2025,CUST-00005,122.94
2/1/2025,CUST-00005,122.94
3/1/2025,CUST-00005,122.94
4/1/2025,CUST-00005,122.94
5/1/2025,CUST-00005,122.94
6/1/2025,CUST-00005,122.94
7/1/2025,CUST-00005,122.94
8/1/2025,CUST-00005,122.94
9/1/2025,CUST-00005,122.94
10/1/2025,CUST-00005,122.94
11/1/2025,CUST-00005,122.94
12/1/2025,CUST-00005,124.78
7/1/2024,CUST-00006,44.45
8/1/2024,CUST-00006,44.45
9/1/2024,CUST-00006,44.45
10/1/2024,CUST-00006,44.45
11/1/2024,CUST-00006,44.45
12/1/2024,CUST-00006,45.12
1/1/2025,CUST-00006,44.45
2/1/2025,CUST-00006,44.45
4/1/2023,CUST-00007,39.62
5/1/2023,CUST-00007,39.62
6/1/2023,CUST-00007,39.62
7/1/2023,CUST-00007,39.62
8/1/2023,CUST-00007,39.62
9/1/2023,CUST-00007,39.62
10/1/2023,CUST-00007,39.62
11/1/2023,CUST-00007,39.62
12/1/2023,CUST-00007,40.21
1/1/2024,CUST-00007,39.62
2/1/2024,CUST-00007,39.62
3/1/2024,CUST-00007,39.62
4/1/2024,CUST-00007,39.62
5/1/2024,CUST-00007,39.62
6/1/2024,CUST-00007,39.62
7/1/2024,CUST-00007,39.62
8/1/2024,CUST-00007,39.62
9/1/2024,CUST-00007,39.62
10/1/2024,CUST-00007,39.62
11/1/2024,CUST-00007,39.62
12/1/2024,CUST-00007,40.21
1/1/2025,CUST-00007,39.62
2/1/2025,CUST-00007,39.62
3/1/2025,CUST-00007,39.62
4/1/2025,CUST-00007,39.62
5/1/2025,CUST-00007,39.62
6/1/2025,CUST-00007,39.62
7/1/2025,CUST-00007,39.62
8/1/2025,CUST-00007,39.62
9/1/2025,CUST-00007,39.62
10/1/2025,CUST-00007,39.62
11/1/2025,CUST-00007,39.62
12/1/2025,CUST-00007,40.21
10/1/2023,CUST-00008,58.74
11/1/2023,CUST-00008,58.74
12/1/2023,CUST-00008,59.62
1/1/2024,CUST-00008,58.74
2/1/2024,CUST-00008,58.74
3/1/2024,CUST-00008,58.74
4/1/2024,CUST-00008,58.74
5/1/2024,CUST-00008,58.74
6/1/2024,CUST-00008,58.74
7/1/2024,CUST-00008,58.74
8/1/2024,CUST-00008,58.74
9/1/2024,CUST-00008,58.74
10/1/2024,CUST-00008,58.74
11/1/2024,CUST-00008,58.74
12/1/2024,CUST-00008,59.62
1/1/2025,CUST-00008,58.74
2/1/2025,CUST-00008,58.74
3/1/2025,CUST-00008,58.74
4/1/2025,CUST-00008,58.74
5/1/2025,CUST-00008,58.74
6/1/2025,CUST-00008,58.74
7/1/2025,CUST-00008,58.74
8/1/2025,CUST-00008,58.74
9/1/2025,CUST-00008,58.74
10/1/2025,CUST-00008,58.74
11/1/2025,CUST-00008,58.74
12/1/2025,CUST-00008,59.62
10/1/2023,CUST-00009,75.71
11/1/2023,CUST-00009,75.71
12/1/2023,CUST-00009,76.85
1/1/2024,CUST-00009,75.71
2/1/2024,CUST-00009,75.71
3/1/2024,CUST-00009,75.71
6/1/2022,CUST-00010,124.06
7/1/2022,CUST-00010,124.06
8/1/2022,CUST-00010,124.06
9/1/2022,CUST-00010,124.06
10/1/2022,CUST-00010,124.06
11/1/2022,CUST-00010,124.06
12/1/2022,CUST-00010,125.92
1/1/2023,CUST-00010,124.06
2/1/2023,CUST-00010,124.06
3/1/2023,CUST-00010,124.06
4/1/2023,CUST-00010,124.06
5/1/2023,CUST-00010,124.06
6/1/2023,CUST-00010,124.06
7/1/2023,CUST-00010,124.06
8/1/2023,CUST-00010,124.06
9/1/2023,CUST-00010,124.06
10/1/2023,CUST-00010,124.06
11/1/2023,CUST-00010,124.06
12/1/2023,CUST-00010,125.92
1/1/2024,CUST-00010,124.06
2/1/2024,CUST-00010,124.06
3/1/2024,CUST-00010,124.06
4/1/2024,CUST-00010,124.06
5/1/2024,CUST-00010,124.06
6/1/2024,CUST-00010,124.06
7/1/2024,CUST-00010,124.06
8/1/2024,CUST-00010,124.06
9/1/2024,CUST-00010,124.06
10/1/2024,CUST-00010,124.06
11/1/2024,CUST-00010,124.06
12/1/2024,CUST-00010,125.92
1/1/2025,CUST-00010,124.06
2/1/2025,CUST-00010,124.06
3/1/2025,CUST-00010,124.06
4/1/2025,CUST-00010,124.06
5/1/2025,CUST-00010,124.06
6/1/2025,CUST-00010,124.06
7/1/2025,CUST-00010,124.06
8/1/2025,CUST-00010,124.06
9/1/2025,CUST-00010,124.06
10/1/2025,CUST-00010,124.06
11/1/2025,CUST-00010,124.06
12/1/2025,CUST-00010,125.92
6/1/2025,CUST-00011,108.87
7/1/2025,CUST-00011,108.87
8/1/2025,CUST-00011,108.87
9/1/2025,CUST-00011,108.87
10/1/2025,CUST-00011,108.87
11/1/2025,CUST-00011,108.87
12/1/2025,CUST-00011,110.5
4/1/2022,CUST-00012,80.77
5/1/2022,CUST-00012,80.77
6/1/2022,CUST-00012,80.77
7/1/2022,CUST-00012,80.77
8/1/2022,CUST-00012,80.77
9/1/2022,CUST-00012,80.77
10/1/2022,CUST-00012,80.77
11/1/2022,CUST-00012,80.77
12/1/2022,CUST-00012,81.98
1/1/2023,CUST-00012,80.77
2/1/2023,CUST-00012,80.77
3/1/2023,CUST-00012,80.77
4/1/2023,CUST-00012,80.77
5/1/2023,CUST-00012,80.77
6/1/2023,CUST-00012,80.77
7/1/2023,CUST-00012,80.77
8/1/2023,CUST-00012,80.77
9/1/2023,CUST-00012,80.77
10/1/2023,CUST-00012,80.77
11/1/2023,CUST-00012,80.77
12/1/2023,CUST-00012,81.98
1/1/2024,CUST-00012,80.77
2/1/2024,CUST-00012,80.77
3/1/2024,CUST-00012,80.77
4/1/2024,CUST-00012,80.77
5/1/2024,CUST-00012,80.77
6/1/2024,CUST-00012,80.77
7/1/2024,CUST-00012,80.77
8/1/2024,CUST-00012,80.77
9/1/2024,CUST-00012,80.77
10/1/2024,CUST-00012,80.77
11/1/2024,CUST-00012,80.77
12/1/2024,CUST-00012,81.98
1/1/2025,CUST-00012,80.77
2/1/2025,CUST-00012,80.77
3/1/2025,CUST-00012,80.77
4/1/2025,CUST-00012,80.77
5/1/2025,CUST-00012,80.77
6/1/2025,CUST-00012,80.77
7/1/2025,CUST-00012,80.77
8/1/2025,CUST-00012,80.77
9/1/2025,CUST-00012,80.77
10/1/2025,CUST-00012,80.77
11/1/2025,CUST-00012,80.77
12/1/2025,CUST-00012,81.98
10/1/2023,CUST-00013,45.26
11/1/2023,CUST-00013,45.26
12/1/2023,CUST-00013,45.94
1/1/2024,CUST-00013,45.26
2/1/2024,CUST-00013,45.26
3/1/2024,CUST-00013,45.26
4/1/2024,CUST-00013,45.26
5/1/2024,CUST-00013,45.26
6/1/2024,CUST-00013,45.26
7/1/2024,CUST-00013,45.26
8/1/2024,CUST-00013,45.26
9/1/2024,CUST-00013,45.26
10/1/2024,CUST-00013,45.26
11/1/2024,CUST-00013,45.26
12/1/2024,CUST-00013,45.94
1/1/2025,CUST-00013,45.26
2/1/2025,CUST-00013,45.26
3/1/2025,CUST-00013,45.26
4/1/2025,CUST-00013,45.26
5/1/2025,CUST-00013,45.26
6/1/2025,CUST-00013,45.26
7/1/2025,CUST-00013,45.26
8/1/2025,CUST-00013,45.26
9/1/2025,CUST-00013,45.26
10/1/2025,CUST-00013,45.26
11/1/2025,CUST-00013,45.26
12/1/2025,CUST-00013,45.94
8/1/2023,CUST-00014,91.39
9/1/2023,CUST-00014,91.39
10/1/2023,CUST-00014,91.39
11/1/2023,CUST-00014,91.39
12/1/2023,CUST-00014,92.76
1/1/2024,CUST-00014,91.39
2/1/2024,CUST-00014,91.39
3/1/2024,CUST-00014,91.39
4/1/2024,CUST-00014,91.39
5/1/2024,CUST-00014,91.39
6/1/2024,CUST-00014,91.39
7/1/2024,CUST-00014,91.39
8/1/2024,CUST-00014,91.39
9/1/2024,CUST-00014,91.39
10/1/2024,CUST-00014,91.39
11/1/2024,CUST-00014,91.39
12/1/2024,CUST-00014,92.76
1/1/2025,CUST-00014,91.39
2/1/2025,CUST-00014,91.39
3/1/2025,CUST-00014,91.39
4/1/2025,CUST-00014,91.39
5/1/2025,CUST-00014,91.39
6/1/2025,CUST-00014,91.39
7/1/2025,CUST-00014,91.39
8/1/2025,CUST-00014,91.39
9/1/2025,CUST-00014,91.39
10/1/2025,CUST-00014,91.39
11/1/2025,CUST-00014,91.39
12/1/2025,CUST-00014,92.76
8/1/2025,CUST-00015,72.37
9/1/2025,CUST-00015,72.37
10/1/2025,CUST-00015,72.37
11/1/2025,CUST-00015,72.37
12/1/2025,CUST-00015,73.46
8/1/2025,CUST-00016,50.56
9/1/2025,CUST-00016,50.56
10/1/2025,CUST-00016,50.56
11/1/2025,CUST-00016,50.56
12/1/2025,CUST-00016,51.32
7/1/2022,CUST-00017,70.74
8/1/2022,CUST-00017,70.74
9/1/2022,CUST-00017,70.74
10/1/2022,CUST-00017,70.74
11/1/2022,CUST-00017,70.74
12/1/2022,CUST-00017,71.8
1/1/2023,CUST-00017,70.74
2/1/2023,CUST-00017,70.74
3/1/2023,CUST-00017,70.74
4/1/2023,CUST-00017,70.74
5/1/2023,CUST-00017,70.74
6/1/2023,CUST-00017,70.74
7/1/2023,CUST-00017,70.74
8/1/2023,CUST-00017,70.74
9/1/2023,CUST-00017,70.74
10/1/2023,CUST-00017,70.74
11/1/2023,CUST-00017,70.74
12/1/2023,CUST-00017,71.8
1/1/2024,CUST-00017,70.74
2/1/2024,CUST-00017,70.74
3/1/2024,CUST-00017,70.74
4/1/2024,CUST-00017,70.74
5/1/2024,CUST-00017,70.74
6/1/2024,CUST-00017,70.74
7/1/2024,CUST-00017,70.74
8/1/2024,CUST-00017,70.74
9/1/2024,CUST-00017,70.74
10/1/2024,CUST-00017,70.74
11/1/2024,CUST-00017,70.74
12/1/2024,CUST-00017,71.8
1/1/2025,CUST-00017,70.74
2/1/2025,CUST-00017,70.74
3/1/2025,CUST-00017,70.74
4/1/2025,CUST-00017,70.74
5/1/2025,CUST-00017,70.74
6/1/2025,CUST-00017,70.74
7/1/2025,CUST-00017,70.74
8/1/2025,CUST-00017,70.74
9/1/2025,CUST-00017,70.74
10/1/2025,CUST-00017,70.74
11/1/2025,CUST-00017,70.74
12/1/2025,CUST-00017,71.8
7/1/2024,CUST-00018,41.28
8/1/2024,CUST-00018,41.28
9/1/2024,CUST-00018,41.28
10/1/2024,CUST-00018,41.28
11/1/2024,CUST-00018,41.28
12/1/2024,CUST-00018,41.9
1/1/2025,CUST-00018,41.28
2/1/2025,CUST-00018,41.28
3/1/2025,CUST-00018,41.28
4/1/2025,CUST-00018,41.28
5/1/2025,CUST-00018,41.28
6/1/2025,CUST-00018,41.28
7/1/2025,CUST-00018,41.28
5/1/2022,CUST-00019,91.33
6/1/2022,CUST-00019,91.33
7/1/2022,CUST-00019,91.33
8/1/2022,CUST-00019,91.33
9/1/2022,CUST-00019,91.33
10/1/2022,CUST-00019,91.33
11/1/2022,CUST-00019,91.33
12/1/2022,CUST-00019,92.7
1/1/2023,CUST-00019,91.33
2/1/2023,CUST-00019,91.33
3/1/2023,CUST-00019,91.33
4/1/2023,CUST-00019,91.33
5/1/2023,CUST-00019,91.33
6/1/2023,CUST-00019,91.33
7/1/2023,CUST-00019,91.33
8/1/2023,CUST-00019,91.33
9/1/2023,CUST-00019,91.33
10/1/2023,CUST-00019,91.33
11/1/2023,CUST-00019,91.33
12/1/2023,CUST-00019,92.7
1/1/2024,CUST-00019,91.33
2/1/2024,CUST-00019,91.33
3/1/2024,CUST-00019,91.33
4/1/2024,CUST-00019,91.33
5/1/2024,CUST-00019,91.33
6/1/2024,CUST-00019,91.33
7/1/2024,CUST-00019,91.33
8/1/2024,CUST-00019,91.33
9/1/2024,CUST-00019,91.33
10/1/2024,CUST-00019,91.33
11/1/2024,CUST-00019,91.33
12/1/2024,CUST-00019,92.7
1/1/2025,CUST-00019,91.33
2/1/2025,CUST-00019,91.33
3/1/2025,CUST-00019,91.33
4/1/2025,CUST-00019,91.33
5/1/2025,CUST-00019,91.33
6/1/2025,CUST-00019,91.33
4/1/2023,CUST-00020,56.8
5/1/2023,CUST-00020,56.8
6/1/2023,CUST-00020,56.8
7/1/2023,CUST-00020,56.8
8/1/2023,CUST-00020,56.8
9/1/2023,CUST-00020,56.8
10/1/2023,CUST-00020,56.8
11/1/2023,CUST-00020,56.8
12/1/2023,CUST-00020,57.65
1/1/2024,CUST-00020,56.8
2/1/2024,CUST-00020,56.8
3/1/2024,CUST-00020,56.8
4/1/2024,CUST-00020,56.8
5/1/2024,CUST-00020,56.8
6/1/2024,CUST-00020,56.8
7/1/2024,CUST-00020,56.8
8/1/2024,CUST-00020,56.8
9/1/2024,CUST-00020,56.8
10/1/2024,CUST-00020,56.8
11/1/2024,CUST-00020,56.8
12/1/2024,CUST-00020,57.65
1/1/2025,CUST-00020,56.8
2/1/2025,CUST-00020,56.8
3/1/2025,CUST-00020,56.8
4/1/2025,CUST-00020,56.8
5/1/2025,CUST-00020,56.8
6/1/2025,CUST-00020,56.8
7/1/2025,CUST-00020,56.8
8/1/2025,CUST-00020,56.8
9/1/2025,CUST-00020,56.8
10/1/2025,CUST-00020,56.8
11/1/2025,CUST-00020,56.8
12/1/2025,CUST-00020,57.65
2/1/2023,CUST-00021,127.3
3/1/2023,CUST-00021,127.3
4/1/2023,CUST-00021,127.3
10/1/2023,CUST-00022,51.62
11/1/2023,CUST-00022,51.62
12/1/2023,CUST-00022,52.39
1/1/2024,CUST-00022,51.62
2/1/2024,CUST-00022,51.62
3/1/2024,CUST-00022,51.62
4/1/2024,CUST-00022,51.62
5/1/2024,CUST-00022,51.62
6/1/2024,CUST-00022,51.62
7/1/2024,CUST-00022,51.62
8/1/2024,CUST-00022,51.62
9/1/2024,CUST-00022,51.62
10/1/2024,CUST-00022,51.62
11/1/2024,CUST-00022,51.62
12/1/2024,CUST-00022,52.39
1/1/2025,CUST-00022,51.62
2/1/2025,CUST-00022,51.62
3/1/2025,CUST-00022,51.62
4/1/2025,CUST-00022,51.62
5/1/2025,CUST-00022,51.62
6/1/2025,CUST-00022,51.62
7/1/2025,CUST-00022,51.62
8/1/2025,CUST-00022,51.62
9/1/2025,CUST-00022,51.62
10/1/2025,CUST-00022,51.62
11/1/2025,CUST-00022,51.62
12/1/2025,CUST-00022,52.39
3/1/2022,CUST-00023,45.25
4/1/2022,CUST-00023,45.25
5/1/2022,CUST-00023,45.25
6/1/2022,CUST-00023,45.25
7/1/2022,CUST-00023,45.25
8/1/2022,CUST-00023,45.25
9/1/2022,CUST-00023,45.25
10/1/2022,CUST-00023,45.25
11/1/2022,CUST-00023,45.25
12/1/2022,CUST-00023,45.93
1/1/2023,CUST-00023,45.25
2/1/2023,CUST-00023,45.25
3/1/2023,CUST-00023,45.25
4/1/2023,CUST-00023,45.25
5/1/2023,CUST-00023,45.25
6/1/2023,CUST-00023,45.25
7/1/2023,CUST-00023,45.25
8/1/2023,CUST-00023,45.25
9/1/2023,CUST-00023,45.25
10/1/2023,CUST-00023,45.25
11/1/2023,CUST-00023,45.25
12/1/2023,CUST-00023,45.93
1/1/2024,CUST-00023,45.25
2/1/2024,CUST-00023,45.25
3/1/2024,CUST-00023,45.25
4/1/2024,CUST-00023,45.25
5/1/2024,CUST-00023,45.25
6/1/2024,CUST-00023,45.25
7/1/2024,CUST-00023,45.25
8/1/2024,CUST-00023,45.25
9/1/2024,CUST-00023,45.25
10/1/2024,CUST-00023,45.25
11/1/2024,CUST-00023,45.25
12/1/2024,CUST-00023,45.93
1/1/2025,CUST-00023,45.25
2/1/2025,CUST-00023,45.25
3/1/2025,CUST-00023,45.25
4/1/2025,CUST-00023,45.25
5/1/2025,CUST-00023,45.25
6/1/2025,CUST-00023,45.25
7/1/2025,CUST-00023,45.25
8/1/2025,CUST-00023,45.25
9/1/2025,CUST-00023,45.25
10/1/2025,CUST-00023,45.25
11/1/2025,CUST-00023,45.25
12/1/2025,CUST-00023,45.93
6/1/2023,CUST-00024,125.17
7/1/2023,CUST-00024,125.17
8/1/2023,CUST-00024,125.17
9/1/2023,CUST-00024,125.17
10/1/2023,CUST-00024,125.17
11/1/2023,CUST-00024,125.17
12/1/2023,CUST-00024,127.05
1/1/2024,CUST-00024,125.17
2/1/2024,CUST-00024,125.17
3/1/2024,CUST-00024,125.17
4/1/2024,CUST-00024,125.17
5/1/2024,CUST-00024,125.17
6/1/2024,CUST-00024,125.17
7/1/2024,CUST-00024,125.17
8/1/2024,CUST-00024,125.17
9/1/2024,CUST-00024,125.17
10/1/2024,CUST-00024,125.17
11/1/2024,CUST-00024,125.17
12/1/2024,CUST-00024,127.05
1/1/2025,CUST-00024,125.17
2/1/2025,CUST-00024,125.17
3/1/2025,CUST-00024,125.17
4/1/2025,CUST-00024,125.17
5/1/2025,CUST-00024,125.17
6/1/2025,CUST-00024,125.17
7/1/2025,CUST-00024,125.17
8/1/2025,CUST-00024,125.17
9/1/2025,CUST-00024,125.17
10/1/2025,CUST-00024,125.17
11/1/2025,CUST-00024,125.17
12/1/2025,CUST-00024,127.05
8/1/2023,CUST-00025,79.32
9/1/2023,CUST-00025,79.32
10/1/2023,CUST-00025,79.32
11/1/2023,CUST-00025,79.32
12/1/2023,CUST-00025,80.51
1/1/2024,CUST-00025,79.32
2/1/2024,CUST-00025,79.32
3/1/2024,CUST-00025,79.32
4/1/2024,CUST-00025,79.32
5/1/2024,CUST-00025,79.32
6/1/2024,CUST-00025,79.32
7/1/2024,CUST-00025,79.32
8/1/2024,CUST-00025,79.32
9/1/2024,CUST-00025,79.32
10/1/2024,CUST-00025,79.32
11/1/2024,CUST-00025,79.32
12/1/2024,CUST-00025,80.51
1/1/2025,CUST-00025,79.32
2/1/2025,CUST-00025,79.32
3/1/2025,CUST-00025,79.32
4/1/2025,CUST-00025,79.32
5/1/2025,CUST-00025,79.32
6/1/2025,CUST-00025,79.32
7/1/2025,CUST-00025,79.32
8/1/2025,CUST-00025,79.32
9/1/2025,CUST-00025,79.32
10/1/2025,CUST-00025,79.32
11/1/2025,CUST-00025,79.32
12/1/2025,CUST-00025,80.51
7/1/2025,CUST-00026,89.17
8/1/2025,CUST-00026,89.17
9/1/2025,CUST-00026,89.17
10/1/2025,CUST-00026,89.17
11/1/2025,CUST-00026,89.17
12/1/2025,CUST-00026,90.51
10/1/2024,CUST-00027,76.51
11/1/2024,CUST-00027,76.51
12/1/2024,CUST-00027,77.66
1/1/2025,CUST-00027,76.51
2/1/2025,CUST-00027,76.51
3/1/2025,CUST-00027,76.51
4/1/2025,CUST-00027,76.51
5/1/2025,CUST-00027,76.51
6/1/2025,CUST-00027,76.51
7/1/2025,CUST-00027,76.51
8/1/2025,CUST-00027,76.51
9/1/2025,CUST-00027,76.51
10/1/2025,CUST-00027,76.51
11/1/2025,CUST-00027,76.51
12/1/2025,CUST-00027,77.66
10/1/2022,CUST-00028,85.79
11/1/2022,CUST-00028,85.79
12/1/2022,CUST-00028,87.08
1/1/2023,CUST-00028,85.79
2/1/2023,CUST-00028,85.79
3/1/2023,CUST-00028,85.79
4/1/2023,CUST-00028,85.79
5/1/2023,CUST-00028,85.79
6/1/2023,CUST-00028,85.79
7/1/2023,CUST-00028,85.79
8/1/2023,CUST-00028,85.79
9/1/2023,CUST-00028,85.79
10/1/2023,CUST-00028,85.79
11/1/2023,CUST-00028,85.79
12/1/2023,CUST-00028,87.08
1/1/2024,CUST-00028,85.79
2/1/2024,CUST-00028,85.79
3/1/2024,CUST-00028,85.79
4/1/2024,CUST-00028,85.79
5/1/2024,CUST-00028,85.79
6/1/2024,CUST-00028,85.79
7/1/2024,CUST-00028,85.79
8/1/2024,CUST-00028,85.79
9/1/2024,CUST-00028,85.79
10/1/2024,CUST-00028,85.79
11/1/2024,CUST-00028,85.79
12/1/2024,CUST-00028,87.08
1/1/2025,CUST-00028,85.79
2/1/2025,CUST-00028,85.79
3/1/2025,CUST-00028,85.79
4/1/2025,CUST-00028,85.79
5/1/2025,CUST-00028,85.79
6/1/2025,CUST-00028,85.79
7/1/2025,CUST-00028,85.79
8/1/2025,CUST-00028,85.79
9/1/2025,CUST-00028,85.79
10/1/2025,CUST-00028,85.79
11/1/2025,CUST-00028,85.79
12/1/2025,CUST-00028,87.08
4/1/2022,CUST-00029,110.28
5/1/2022,CUST-00029,110.28
6/1/2022,CUST-00029,110.28
7/1/2022,CUST-00029,110.28
3/1/2024,CUST-00030,117.3
4/1/2024,CUST-00030,117.3
5/1/2024,CUST-00030,117.3
6/1/2024,CUST-00030,117.3
7/1/2024,CUST-00030,117.3
8/1/2024,CUST-00030,117.3
9/1/2024,CUST-00030,117.3
10/1/2024,CUST-00030,117.3
11/1/2024,CUST-00030,117.3
12/1/2024,CUST-00030,119.06
1/1/2025,CUST-00030,117.3
2/1/2025,CUST-00030,117.3
3/1/2025,CUST-00030,117.3
4/1/2025,CUST-00030,117.3
5/1/2025,CUST-00030,117.3
6/1/2025,CUST-00030,117.3
7/1/2025,CUST-00030,117.3
8/1/2025,CUST-00030,117.3
9/1/2025,CUST-00030,117.3
10/1/2025,CUST-00030,117.3
11/1/2025,CUST-00030,117.3
12/1/2025,CUST-00030,119.06
6/1/2023,CUST-00031,63.15
7/1/2023,CUST-00031,63.15
8/1/2023,CUST-00031,63.15
9/1/2023,CUST-00031,63.15
10/1/2023,CUST-00031,63.15
11/1/2023,CUST-00031,63.15
12/1/2023,CUST-00031,64.1
1/1/2024,CUST-00031,63.15
2/1/2024,CUST-00031,63.15
3/1/2024,CUST-00031,63.15
4/1/2024,CUST-00031,63.15
5/1/2024,CUST-00031,63.15
6/1/2024,CUST-00031,63.15
7/1/2024,CUST-00031,63.15
8/1/2024,CUST-00031,63.15
9/1/2024,CUST-00031,63.15
10/1/2024,CUST-00031,63.15
11/1/2024,CUST-00031,63.15
12/1/2024,CUST-00031,64.1
1/1/2025,CUST-00031,63.15
2/1/2025,CUST-00031,63.15
3/1/2025,CUST-00031,63.15
4/1/2025,CUST-00031,63.15
5/1/2025,CUST-00031,63.15
6/1/2025,CUST-00031,63.15
7/1/2025,CUST-00031,63.15
8/1/2025,CUST-00031,63.15
9/1/2025,CUST-00031,63.15
10/1/2025,CUST-00031,63.15
11/1/2025,CUST-00031,63.15
12/1/2025,CUST-00031,64.1
12/1/2022,CUST-00032,87.98
1/1/2023,CUST-00032,86.68
2/1/2023,CUST-00032,86.68
3/1/2023,CUST-00032,86.68
4/1/2023,CUST-00032,86.68
5/1/2023,CUST-00032,86.68
6/1/2023,CUST-00032,86.68
7/1/2023,CUST-00032,86.68
8/1/2023,CUST-00032,86.68
9/1/2023,CUST-00032,86.68
10/1/2023,CUST-00032,86.68
11/1/2023,CUST-00032,86.68
12/1/2023,CUST-00032,87.98
1/1/2024,CUST-00032,86.68
2/1/2024,CUST-00032,86.68
3/1/2024,CUST-00032,86.68
4/1/2024,CUST-00032,86.68
5/1/2024,CUST-00032,86.68
6/1/2024,CUST-00032,86.68
9/1/2022,CUST-00033,66.03
10/1/2022,CUST-00033,66.03
11/1/2022,CUST-00033,66.03
12/1/2022,CUST-00033,67.02
1/1/2023,CUST-00033,66.03
2/1/2023,CUST-00033,66.03
3/1/2023,CUST-00033,66.03
4/1/2023,CUST-00033,66.03
5/1/2023,CUST-00033,66.03
6/1/2023,CUST-00033,66.03
7/1/2023,CUST-00033,66.03
8/1/2023,CUST-00033,66.03
9/1/2023,CUST-00033,66.03
10/1/2023,CUST-00033,66.03
11/1/2023,CUST-00033,66.03
12/1/2023,CUST-00033,67.02
1/1/2024,CUST-00033,66.03
2/1/2024,CUST-00033,66.03
3/1/2024,CUST-00033,66.03
